period,year,reporter_iso3,partner_iso3,partner_name,partner_iso2,region_name,hs6,product_description,trade_value_usd,net_weight_kg,quantity,unit_value_usd_per_kg,transaction_count,trade_volatility_6m,unit_value_volatility_6m,trade_growth_mom,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,inflation_pct,population,trade_pct_gdp,tariff_rate,tariff_type,tariff_scope,rta_exists,rta_name,rta_status,rta_in_force_for_year,partner_locode_count,partner_port_count,partner_airport_count,partner_inland_terminal_count,sanctions_entity_count,ofac_entity_count,sanctions_present
202510,2025,IND,IND,India,IN,Asia,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",3549200500.12,16917820.13,16917820.13,209.7907,14,1528901805.86,11.1893,-0.4679,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202511,2025,IND,IND,India,IN,Asia,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",3945288923.15,20730141.67,20730141.67,190.3165,14,1422341701.09,9.6619,0.1116,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202512,2025,IND,IND,India,IN,Asia,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",4105998166.54,19595242.08,19595242.08,209.5406,14,1610769057.24,8.5011,0.0407,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202201,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,875128872.3,28830520.01,28830520.01,30.3543,14,,,,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202202,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,1053032812.6800001,31609072.37,31609072.37,33.3143,14,,,0.2033,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202203,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,591813131.85,23539184.13,23539184.13,25.1416,14,125797082.64,2.093,-0.438,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202204,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,640035712.36,22199643.8,22199643.8,28.8309,14,232608832.87,4.1378,0.0815,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202205,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,594013982.86,17599712.89,17599712.89,33.7513,14,214631861.33,3.4005,-0.0719,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202206,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,769159569.51,26950508.91,26950508.91,28.5397,14,205505321.26,3.5272,0.2949,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202207,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,880215742.71,30863221.400000002,30863221.400000002,28.5199,14,183962220.63,3.2337,0.1444,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202208,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,613193555.41,23363055.560000002,23363055.560000002,26.2463,14,184643317.71,3.2787,-0.3034,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202209,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,804716627.54,24761881.45,24761881.45,32.4982,14,117690006.15,2.968,0.3123,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202210,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,544511992.05,18198065.03,18198065.03,29.9214,14,117370330.46,2.8164,-0.3233,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202211,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,663767454.63,23934539.43,23934539.43,27.7326,14,135030084.4,2.7816,0.219,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202212,2022,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,562772781.17,20545777.04,20545777.04,27.3912,14,126727528.27,2.1293,-0.1522,3328266269076.62,1967.8,7.2,6.3,1415218664.0,45.5,,,,,,,0,1337,282,135,964,0,0,0
202301,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,844543413.78,31038537.28,31038537.28,27.2095,14,135975644.72,2.2189,0.5007,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202302,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,823863905.52,24653666.92,24653666.92,33.4175,14,125773053.7,2.3052,-0.0245,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202303,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,752637538.83,28012488.59,28012488.59,26.8679,14,135052589.35,2.7241,-0.0865,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202304,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,603662053.05,20364428.55,20364428.55,29.643,14,129086013.39,2.528,-0.1979,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202305,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,489750019.44,17592127.36,17592127.36,27.8392,14,116613182.21,2.5048,-0.1887,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202306,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,797083066.58,26562879.5,26562879.5,30.0074,14,147520201.58,2.4969,0.6275,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202307,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,881328171.72,28217188.39,28217188.39,31.2337,14,141310596.72,2.4446,0.1057,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202308,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,910108621.28,27264280.18,27264280.18,33.381,14,148483907.62,2.3513,0.0327,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202309,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,870935014.59,26849219.9,26849219.9,32.438,14,163423959.37,2.3402,-0.043,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202310,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,617262954.01,20940936.52,20940936.52,29.4764,14,172280573.66,2.0127,-0.2913,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202311,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,762760587.8,22146869.91,22146869.91,34.441,14,169903972.2,2.0322,0.2357,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202312,2023,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,712800660.88,21905188.73,21905188.73,32.5403,14,107979913.9,1.9396,-0.0655,3554588375373.83,2026.83,6.5,6.3,1429370851.0,46.0,,,,,,,0,1337,282,135,964,0,0,0
202401,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,655200072.23,24427690.69,24427690.69,26.822,14,114733357.47,1.7277,-0.0808,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202402,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,732946289.81,26454190.25,26454190.25,27.7062,14,116852041.12,2.8329,0.1187,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202403,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,725137734.35,26732833.96,26732833.96,27.1254,14,88784631.17,3.0266,-0.0107,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202404,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,744115558.5600001,22607030.18,22607030.18,32.9152,14,54159663.5,3.1458,0.0262,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202405,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,601125094.69,19210755.4,19210755.4,31.2911,14,36951033.51,3.4029,-0.1922,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202406,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,547152964.98,22334364.32,22334364.32,24.4983,14,55630288.29,2.8219,-0.0898,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202407,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,788666209.39,24454500.8,24454500.8,32.2503,14,80641822.46,3.1166,0.4414,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202408,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,1000320213.1500001,31254853.14,31254853.14,32.0053,14,93857829.49,3.3485,0.2684,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202409,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,758181778.83,24458991.94,24458991.94,30.9981,14,159161687.03,3.3994,-0.2421,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202410,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,586553016.08,21266598.669999998,21266598.669999998,27.581,14,159347867.54,3.0953,-0.2264,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202411,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,567919628.5,17863593.84,17863593.84,31.792,14,171071377.37,3.0839,-0.0318,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202412,2024,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,993499133.41,29718934.46,29718934.46,33.4298,14,175909010.18,3.1396,0.7494,3796300384899.25,2087.64,7.2,5.2,1443664559.0,46.5,,,,,,,0,1337,282,135,964,0,0,0
202501,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,815931789.25,26938356.94,26938356.94,30.2888,14,188167813.75,2.0045,-0.1787,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202502,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,729273359.79,24997128.11,24997128.11,29.1743,14,188674385.58,1.9867,-0.1062,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202503,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,607682780.4,21691673.37,21691673.37,28.0146,14,157231811.61,2.0402,-0.1667,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202504,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,569692269.36,21076165.689999998,21076165.689999998,27.0302,14,165880267.44,2.2592,-0.0625,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202505,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,720661078.34,23514272.330000002,23514272.330000002,30.6478,14,168647963.52,2.387,0.265,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202506,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,635513215.89,24041113.22,24041113.22,26.4344,14,152988431.5,2.2528,-0.1182,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202507,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,604395799.49,24769122.0,24769122.0,24.4012,14,91580598.06,1.7247,-0.049,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202508,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,1220740754.59,35030729.64,35030729.64,34.8477,14,65769047.18,2.1842,1.0198,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202509,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,823816722.0600001,27056698.31,27056698.31,30.4478,14,247468069.37,3.6972,-0.3252,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202510,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,610120539.41,23228349.67,23228349.67,26.2662,14,242401411.74,3.758,-0.2594,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202511,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,572367795.62,17974329.2,17974329.2,31.8436,14,236460111.41,3.8486,-0.0619,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202512,2025,IND,IND,India,IN,Asia,851712,Telephones for cellular networks or for other wireless networks,535379088.95,18372973.82,18372973.82,29.1395,14,249916401.91,3.9893,-0.0646,4054448811072.4,2150.27,6.5,5.2,1458101205.0,47.0,,,,,,,0,1337,282,135,964,0,0,0
202201,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,16646932.219999999,2697733.3200000003,2697733.3200000003,6.1707,2,,,,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202202,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,14003885.030000001,2399356.0100000002,2399356.0100000002,5.8365,2,,,-0.1588,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202203,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,6260557.51,1127405.35,1127405.35,5.5531,2,1868916.59,0.2363,-0.5529,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202204,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,13632001.620000001,2704995.36,2704995.36,5.0396,2,5397863.76,0.3091,1.1774,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202205,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,11587151.81,2077486.21,2077486.21,5.5775,2,4457090.71,0.4788,-0.15,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202206,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,24562152.89,4148495.84,4148495.84,5.9207,2,3888340.82,0.416,1.1198,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202207,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,17875999.37,3119722.13,3119722.13,5.73,2,6053315.56,0.3898,-0.2722,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202208,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,25023162.32,4382729.029999999,4382729.029999999,5.7095,2,6162391.38,0.3137,0.3998,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202209,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,10184605.22,1962308.21,1962308.21,5.1901,2,7439664.97,0.2992,-0.593,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202210,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,9050501.01,1687330.5499999998,1687330.5499999998,5.3638,2,6469805.01,0.3415,-0.1114,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202211,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,6907472.5600000005,1177306.28,1177306.28,5.8672,2,7196745.91,0.2661,-0.2368,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202212,2022,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,8596475.35,1597520.96,1597520.96,5.3811,2,8025943.11,0.2903,0.2445,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202301,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,23007450.130000003,3934280.0200000005,3934280.0200000005,5.8479,2,7047622.26,0.2648,1.6764,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202302,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,21955423.490000002,4044270.99,4044270.99,5.4288,2,8011850.98,0.2853,-0.0457,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202303,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,13348985.36,2242061.16,2242061.16,5.9539,2,7209727.02,0.2788,-0.392,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202304,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,20129953.91,3657264.1399999997,3657264.1399999997,5.5041,2,7051696.19,0.2762,0.508,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202305,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,11100926.9,1967607.6800000002,1967607.6800000002,5.6418,2,7006264.91,0.253,-0.4485,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202306,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,24781792.93,3938946.89,3938946.89,6.2915,2,6110748.1,0.2327,1.2324,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202307,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,19951817.67,3566698.52,3566698.52,5.5939,2,5546384.02,0.3209,-0.1949,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202308,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,8226091.23,1563309.9,1563309.9,5.262,2,5242758.46,0.3266,-0.5877,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202309,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,32710307.46,5898330.02,5898330.02,5.5457,2,6338149.22,0.363,2.9764,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202310,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,17653292.58,3568036.0100000002,3568036.0100000002,4.9476,2,8951584.79,0.3455,-0.4603,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202311,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,20361830.87,3555984.8200000003,3555984.8200000003,5.7261,2,8972889.27,0.4485,0.1534,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202312,2023,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,18677859.66,3189191.87,3189191.87,5.8566,2,8079842.8,0.4534,-0.0827,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202401,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,21580156.09,3919219.62,3919219.62,5.5062,2,7830582.07,0.3317,0.1554,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202402,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,26400266.04,4251697.600000001,4251697.600000001,6.2093,2,7873444.11,0.3281,0.2234,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202403,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,13682506.95,2648928.76,2648928.76,5.1653,2,5692673.34,0.4205,-0.4817,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202404,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,20159793.86,3537118.7,3537118.7,5.6995,2,4249859.42,0.4627,0.4734,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202405,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,17145266.96,3152653.16,3152653.16,5.4384,2,4126780.06,0.3487,-0.1495,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202406,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,21937703.03,3768712.6900000004,3768712.6900000004,5.821,2,4298149.28,0.3628,0.2795,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202407,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,14915299.36,3014467.13,3014467.13,4.9479,2,4362660.46,0.359,-0.3201,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202408,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,27222199.91,4961261.1,4961261.1,5.487,2,4756680.31,0.459,0.8251,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202409,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,19549062.93,3271597.55,3271597.55,5.9754,2,5015816.82,0.326,-0.2819,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202410,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,10876043.65,2031274.03,2031274.03,5.3543,2,4242722.78,0.3619,-0.4437,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
202411,2024,IND,JPN,Japan,JP,Asia,90411,Pepper of genus Piper; neither crushed nor ground,22763789.759999998,4630217.63,4630217.63,4.9164,2,5687455.24,0.363,1.093,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,15.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Japan CEPA,In Force,1,2170,1562,102,621,0,0,0
