reporter_iso3,partner_iso3,cmd_code,period,export_value_usd,export_net_weight,import_value_usd,import_net_weight,export_unit_value,import_unit_value
IND,GBR,520512,202406,11276930.16,2981126.63,5661119.14,1659390.37,3.7828,3.4116
IND,GBR,520512,202407,1768933.46,530865.15,14477142.43,4376724.63,3.3322,3.3078
IND,GBR,520512,202408,9290107.52,2502603.53,8634337.45,2427651.73,3.7122,3.5567
IND,GBR,520512,202409,7696605.1,2274790.56,5828724.09,1737658.47,3.3834,3.3544
IND,GBR,520512,202410,11111297.85,2761578.98,8952882.79,2336753.59,4.0235,3.8313
IND,GBR,520512,202411,7537360.28,1959811.88,8805796.77,2179287.96,3.846,4.0407
IND,GBR,520512,202412,10019644.56,2725680.44,668262.28,183986.22,3.676,3.6321
IND,GBR,520512,202501,9793034.56,2785159.63,8360217.59,2078734.18,3.5161,4.0218
IND,GBR,520512,202502,6526697.68,2001461.73,5320393.23,1531263.79,3.261,3.4745
IND,GBR,520512,202503,8968232.75,2388651.6,10475207.63,2590149.6,3.7545,4.0442
IND,GBR,520512,202504,7738307.21,2106409.27,10106460.84,2508876.43,3.6737,4.0283
IND,GBR,520512,202505,859917.88,267841.61,1219206.43,320327.68,3.2105,3.8061
IND,GBR,520512,202506,1239522.12,313100.27,9438861.76,2712967.93,3.9589,3.4792
IND,GBR,520512,202507,8593341.48,2198325.11,240024.94,73392.57,3.909,3.2704
IND,GBR,520512,202508,9624733.86,2574217.26,5085963.02,1295570.27,3.7389,3.9257
IND,GBR,520512,202509,4377672.49,1209934.89,2967647.59,774617.32,3.6181,3.8311
IND,GBR,520512,202510,10338899.88,2947417.16,1965548.63,575611.33,3.5078,3.4147
IND,GBR,520512,202511,10084855.19,2709889.74,10877833.68,3031762.35,3.7215,3.588
IND,GBR,520512,202512,10298826.75,3216032.34,7114387.51,1806323.44,3.2023,3.9386
IND,GBR,711319,202201,138557038368.96,2741731.75,155032175848.5,3557424.96,50536.3219,43579.8865
IND,GBR,711319,202202,86741080438.13,1700334.59,141548725554.45,3061353.17,51014.1245,46237.3067
IND,GBR,711319,202203,58111157985.17,1509777.14,44971314493.82,1089374.63,38489.8913,41281.7714
IND,GBR,711319,202204,76011093495.3,1840655.8,36808988714.27,886980.18,41295.6586,41499.2235
IND,GBR,711319,202205,68724214654.75,1845376.4,22040339627.07,495332.17,37241.2992,44496.0795
IND,GBR,711319,202206,129932774493.71,2826565.94,4069622960.99,109932.01,45968.4215,37019.4538
IND,GBR,711319,202207,59989170928.69,1410811.59,31606944917.37,796670.08,42521.0364,39673.8195
IND,GBR,711319,202208,118506979391.4,2737555.6,18022741918.3,393395.37,43289.3416,45813.3046
IND,GBR,711319,202209,63760386841.9,1242987.69,33443564435.68,873172.01,51296.0726,38301.2328
IND,GBR,711319,202210,93194680300.38,1981861.32,11498239834.0,283956.36,47023.8151,40492.9822
IND,GBR,711319,202211,4463350979.74,87379.89,23757076530.58,633702.13,51079.8421,37489.343
IND,GBR,711319,202212,29080336374.25,746255.06,134464374296.7,3671982.11,38968.3607,36619.0167
IND,GBR,711319,202301,133079140196.35,3432556.17,127494567572.46,3197864.41,38769.6905,39868.6596
IND,GBR,711319,202302,86595065775.6,2169546.24,17636896648.81,415102.14,39913.9065,42488.089
IND,GBR,711319,202303,108027132197.92,2825716.85,102175603875.03,2628563.5,38229.9919,38871.2709
IND,GBR,711319,202304,27248664709.48,636736.5,32063522707.17,757344.61,42794.2559,42336.7675
IND,GBR,711319,202305,89153925193.15,1785264.43,38030531808.81,911000.52,49938.7786,41745.8947
IND,GBR,711319,202306,15618734612.3,392899.39,86499832452.56,2442258.45,39752.5041,35417.9683
IND,GBR,711319,202307,135846426505.11,2883257.08,146752149239.8,3252354.23,47115.6136,45121.8222
IND,GBR,711319,202308,117439210397.06,2340413.72,58891919037.83,1244156.74,50178.825,47334.8069
IND,GBR,711319,202309,54146606310.23,1416333.64,91264920229.2,1846966.05,38230.1209,49413.426
IND,GBR,711319,202310,36052715499.75,797060.31,76995018757.6,2020524.18,45232.1048,38106.4575
IND,GBR,711319,202311,112757534479.93,3074935.82,29005848793.47,612846.72,36669.8823,47329.6957
IND,GBR,711319,202312,39615858231.79,843273.39,95972735256.32,2152170.48,46978.6652,44593.4633
IND,GBR,711319,202401,150979585726.33,3474912.13,74291388322.34,1690619.94,43448.4615,43943.2817
IND,GBR,711319,202402,132675265270.33,2638033.52,26298742437.72,636148.54,50293.2447,41340.5687
IND,GBR,711319,202403,108913744306.22,2977742.41,165979325177.03,3915435.48,36575.9456,42391.0255
IND,GBR,711319,202404,9726764074.06,228441.69,36170644921.26,717984.83,42578.7608,50378.0072
IND,GBR,711319,202405,29605614934.66,678066.91,86106029401.62,1798962.21,43661.7899,47864.2792
IND,GBR,711319,202406,129473843554.79,2957948.12,3270037341.96,90776.71,43771.5059,36022.8669
IND,GBR,711319,202407,89715353210.22,2511444.35,120222944214.92,2533294.27,35722.6125,47457.1571
IND,GBR,711319,202408,77008084014.09,1761422.45,22314537649.95,469109.86,43719.2588,47567.8291
IND,GBR,711319,202409,102025423606.95,2604550.43,41757220358.2,871077.71,39171.9901,47937.4227
IND,GBR,711319,202410,139396593203.13,2816334.23,151207948178.84,3051458.92,49495.7565,49552.6737
IND,GBR,711319,202411,50458061569.55,1337069.33,37106570124.81,730872.3,37737.8049,50770.251
IND,GBR,711319,202412,69972782672.05,1879456.3,69355057073.79,1886641.04,37230.3323,36761.1303
IND,GBR,711319,202501,25368534956.71,518076.79,93175872290.04,1859271.18,48966.7467,50114.1917
IND,GBR,711319,202502,150143430682.46,3075954.61,49248170703.55,1173213.29,48811.9786,41977.1674
IND,GBR,711319,202503,68963569852.29,1724459.7,133317873824.38,3190312.41,39991.4071,41788.3444
IND,GBR,711319,202504,139733474893.54,2762589.58,12772726268.36,285287.24,50580.6132,44771.46
IND,GBR,711319,202505,47755648522.02,1012011.68,20909794445.49,572988.57,47188.8314,36492.5158
IND,GBR,711319,202506,84361138198.18,1727931.97,40202675066.29,904780.8,48822.0252,44433.6076
IND,GBR,711319,202507,149127152593.6,3632285.58,68617435497.34,1362163.12,41056.0099,50373.8756
IND,GBR,711319,202508,44522537247.59,978631.21,5727888667.42,145788.12,45494.704,39289.1318
IND,GBR,711319,202509,49836039451.82,1054621.19,46013291022.97,935653.69,47254.9195,49177.6942
IND,GBR,711319,202510,104369307875.73,2944896.96,61486212409.13,1733173.53,35440.7333,35476.0855
IND,GBR,711319,202511,102603559615.97,2792282.74,67476151754.38,1916682.12,36745.4048,35204.6649
IND,GBR,711319,202512,84865654549.03,1729555.93,44087071391.86,1238434.31,49067.8868,35599.0391
IND,GBR,847130,202201,207126261.36,1075824.76,568412084.68,2193975.46,192.5279,259.0786
IND,GBR,847130,202202,548009955.54,2843074.71,215809817.47,1493986.75,192.7526,144.4523
IND,GBR,847130,202203,60736888.51,337225.18,312903595.96,1340641.8,180.1078,233.3984
IND,GBR,847130,202204,405298692.74,1712159.48,351559030.69,2065820.4,236.7178,170.1789
IND,GBR,847130,202205,144953905.61,687055.83,340866323.76,1471235.29,210.9784,231.6872
IND,GBR,847130,202206,270683448.32,1635670.05,149538930.56,764556.23,165.4878,195.5892
IND,GBR,847130,202207,435454040.6,2669098.19,624761637.67,2629917.69,163.1465,237.5594
IND,GBR,847130,202208,132578422.97,950414.78,154211893.84,1085987.69,139.4953,142.0015
IND,GBR,847130,202209,151636129.95,1212464.19,881384843.65,3234610.34,125.0644,272.4856
IND,GBR,847130,202210,71383894.66,300197.13,111414953.72,641674.38,237.7901,173.6316
IND,GBR,847130,202211,422246920.02,2613437.21,805440131.79,2995183.29,161.5677,268.9118
IND,GBR,847130,202212,330904335.01,1651368.47,475960128.91,2781769.45,200.3819,171.0998
IND,GBR,847130,202301,22630202.8,161214.99,782622326.16,3070295.11,140.3728,254.9013
IND,GBR,847130,202302,592950323.27,2761046.77,831875910.35,4156100.81,214.7556,200.1578
IND,GBR,847130,202303,449348689.21,2641754.6,384290252.89,3180085.16,170.0948,120.8428
IND,GBR,847130,202304,346425298.79,2151740.6,30909812.69,204165.55,160.9977,151.3958
IND,GBR,847130,202305,72704507.43,445318.51,476587986.29,2785925.52,163.2641,171.0699
IND,GBR,847130,202306,97425980.85,458003.2,106071753.41,804373.43,212.719,131.8688
IND,GBR,847130,202307,31808839.91,148785.47,535255095.68,3225207.56,213.79,165.9599
IND,GBR,847130,202308,414035917.97,1502332.99,673560419.58,4134884.43,275.5953,162.897
IND,GBR,847130,202309,429897938.49,2059938.29,355961221.64,2354763.2,208.6946,151.1665
IND,GBR,847130,202310,579685240.16,2246484.94,269648557.97,1068757.06,258.041,252.3011
IND,GBR,847130,202311,127164909.27,742983.19,341869409.64,1536086.52,171.1545,222.5587
IND,GBR,847130,202312,574132327.83,2577578.87,621065392.47,2519896.31,222.7409,246.4647
IND,GBR,847130,202401,448489551.4,1995881.4,207264218.52,1560443.87,224.7075,132.8239
IND,GBR,847130,202402,1037311157.52,4048819.07,311681739.8,2256365.75,256.2009,138.1344
IND,GBR,847130,202403,476442817.86,2737099.42,224025207.26,1490812.07,174.0685,150.2706
IND,GBR,847130,202404,307478936.6,2001328.88,397139848.15,1565146.33,153.6374,253.7398
IND,GBR,847130,202405,68838850.27,493170.98,77507760.43,493184.09,139.5841,157.1579
IND,GBR,847130,202406,492814415.88,3141025.8,21734647.35,140966.56,156.896,154.183
IND,GBR,847130,202407,32567754.58,254438.77,123896514.27,660702.69,127.9984,187.5223
IND,GBR,847130,202408,93602875.58,542375.34,640892629.29,3149143.73,172.5795,203.5133
IND,GBR,847130,202409,453299793.16,2344479.27,156390525.4,1024093.01,193.3478,152.7113
IND,GBR,847130,202410,124323749.08,534332.1,535584729.81,2523108.75,232.6713,212.2718
IND,GBR,847130,202411,561149694.82,2917661.7,614734002.16,2833056.53,192.3286,216.9861
IND,GBR,847130,202412,101347020.09,389738.15,64895162.32,366930.26,260.0387,176.8597
IND,GBR,847130,202501,111673868.66,877422.26,312012119.57,1839535.11,127.2749,169.6147
IND,GBR,847130,202502,73793556.46,518659.65,264464158.63,2080125.11,142.2774,127.1386
IND,GBR,847130,202503,638255440.79,2674029.62,486846108.34,2927118.43,238.6868,166.3227
IND,GBR,847130,202504,483380928.8,2051805.28,429291137.76,2852790.74,235.5881,150.4811
IND,GBR,847130,202505,142989382.15,788784.78,250803627.83,1531242.62,181.2781,163.7909
IND,GBR,847130,202506,126515247.56,572995.3,374900172.37,2114876.58,220.7963,177.2681
IND,GBR,847130,202507,152033199.63,1077708.82,363418166.14,1443737.27,141.0708,251.7204
IND,GBR,847130,202508,136682225.53,1114612.88,36562549.84,176410.53,122.6275,207.2583
IND,GBR,847130,202509,88782194.85,353988.52,539937316.68,2994061.59,250.8053,180.3361
IND,GBR,847130,202510,402636871.45,2490418.85,675652915.62,3080536.65,161.6744,219.3296
IND,GBR,847130,202511,360191253.28,1808422.93,82424151.63,365565.35,199.1742,225.4704
IND,GBR,847130,202512,724686503.16,3502917.36,69171906.15,371120.52,206.8808,186.3866
IND,GBR,851712,202201,37772570.96,1887793.66,33813395.52,1178046.78,20.0088,28.7029
IND,GBR,851712,202202,99323942.69,2742793.95,92949577.79,2770529.04,36.2127,33.5494
IND,GBR,851712,202203,66849257.63,1813390.64,57763179.57,1335678.11,36.8642,43.2463
IND,GBR,851712,202204,20143937.47,641863.41,39346154.76,1947211.74,31.3835,20.2064
IND,GBR,851712,202205,30025347.36,1771766.93,149701577.47,3353795.05,16.9466,44.6365
IND,GBR,851712,202206,56265090.32,1938683.39,79538716.97,1867396.63,29.0223,42.5934
IND,GBR,851712,202207,18345855.87,708896.66,127926712.8,4034376.75,25.8795,31.7092
IND,GBR,851712,202208,46048329.4,2913999.39,43343255.79,2362701.72,15.8024,18.3448
IND,GBR,851712,202209,58237862.35,1928565.35,165121958.09,4580758.88,30.1975,36.0469
IND,GBR,851712,202210,56254216.71,2234522.61,31920106.93,2125637.9,25.175,15.0167
IND,GBR,851712,202211,49153733.91,1508682.82,18949585.52,817345.02,32.5806,23.1843
IND,GBR,851712,202212,89376264.45,2450222.19,51068781.73,1630863.4,36.4768,31.314
IND,GBR,851712,202301,116386932.96,2601500.37,78438512.13,2084679.9,44.7384,37.6262
IND,GBR,851712,202302,70632638.1,2584943.03,17617045.17,584045.64,27.3246,30.1638
IND,GBR,851712,202303,34180509.23,1174105.81,129880631.67,3419414.57,29.1119,37.9833
IND,GBR,851712,202304,8846481.27,366419.85,32312243.83,975636.26,24.143,33.1192
IND,GBR,851712,202305,35046836.9,2201975.65,53973799.92,2326845.78,15.9161,23.1961
IND,GBR,851712,202306,15987372.21,768877.77,8253089.9,301257.11,20.7931,27.3955
IND,GBR,851712,202307,54597364.74,2940427.35,2356351.28,94779.62,18.5678,24.8614
IND,GBR,851712,202308,74124750.09,1790931.16,29057970.07,1346335.55,41.3889,21.583
IND,GBR,851712,202309,32118238.27,867837.87,54216565.1,1805048.61,37.0095,30.0361
IND,GBR,851712,202310,44055711.32,2402953.23,40208412.41,966064.63,18.334,41.6208
IND,GBR,851712,202311,46030279.79,1921472.21,4401399.5,230010.37,23.9557,19.1357
IND,GBR,851712,202312,61346058.44,1368744.45,4876040.94,194263.99,44.8192,25.1001
IND,GBR,851712,202401,72638768.47,2332191.84,64424081.98,2726981.8,31.1461,23.6247
IND,GBR,851712,202402,105297201.25,2738552.67,30113135.02,1042734.13,38.4499,28.879
IND,GBR,851712,202403,30689831.7,1959328.31,4435337.72,109154.4,15.6634,40.6336
IND,GBR,851712,202404,12513787.99,728874.14,13328073.42,334181.81,17.1687,39.8827
IND,GBR,851712,202405,124496326.4,2884030.65,25783029.51,776279.28,43.1675,33.2136
IND,GBR,851712,202406,51806862.9,1274859.06,37371304.79,1459746.82,40.6373,25.6012
IND,GBR,851712,202407,89798651.6,2016308.94,137232888.73,3969002.36,44.5362,34.5762
IND,GBR,851712,202408,73391964.13,2422572.4,70321935.27,3863639.17,30.2951,18.201
IND,GBR,851712,202409,33596923.35,1272855.18,20410322.58,1128978.6,26.3949,18.0786
IND,GBR,851712,202410,12789785.71,565811.51,49773858.22,1540652.44,22.6043,32.307
IND,GBR,851712,202411,53202305.89,2698488.82,15889285.33,621301.59,19.7156,25.5742
IND,GBR,851712,202412,87340438.64,1987415.48,8301085.81,217633.71,43.9467,38.1425
IND,GBR,851712,202501,161715301.45,4467746.83,60568739.88,2505918.26,36.1962,24.1703
IND,GBR,851712,202502,59312923.78,2975348.35,31940932.94,1440162.02,19.9348,22.1787
IND,GBR,851712,202503,55873511.18,1585087.09,68740711.65,4020840.5,35.2495,17.0961
IND,GBR,851712,202504,50671631.88,1142336.17,53384729.32,1803366.1,44.3579,29.6028
IND,GBR,851712,202505,31873766.18,1053588.12,39953202.16,1402472.94,30.2526,28.4877
IND,GBR,851712,202506,59797639.02,2215470.32,130059855.45,4204762.75,26.9909,30.9316
IND,GBR,851712,202507,24532320.46,668860.88,14727874.59,654040.29,36.6778,22.5183
IND,GBR,851712,202508,18973686.22,1155199.99,66645357.64,3580172.38,16.4246,18.6151
IND,GBR,851712,202509,39362460.66,2074719.1,31755522.93,1427667.93,18.9724,22.2429
IND,GBR,851712,202510,77020142.03,2127454.3,69786576.15,3501795.01,36.203,19.9288
IND,GBR,851712,202511,11425275.94,373363.7,26838383.67,1635028.97,30.6009,16.4146
IND,GBR,851712,202512,28152768.38,1633640.83,74234480.96,2016065.43,17.2331,36.8215
IND,SAU,090411,202201,5058088.16,923940.78,17495637.69,3747159.42,5.4745,4.669
IND,SAU,090411,202202,15756052.89,3134949.76,2081134.73,430978.58,5.0259,4.8289
IND,SAU,090411,202203,1470906.47,250937.85,16018005.6,2758445.76,5.8616,5.8069
IND,SAU,090411,202204,8171640.27,1609405.22,19968833.66,3804160.65,5.0774,5.2492
IND,SAU,090411,202205,8775026.24,1438173.19,4850066.74,910864.84,6.1015,5.3247
IND,SAU,090411,202206,6430415.6,1124182.34,1545803.74,282820.64,5.7201,5.4657
IND,SAU,090411,202207,3810535.81,703672.75,7100265.87,1524319.98,5.4152,4.658
IND,SAU,090411,202208,12172585.14,2111752.33,10756629.45,2314258.6,5.7642,4.648
IND,SAU,090411,202209,18097715.68,2978713.71,7445085.09,1420158.9,6.0757,5.2424
IND,SAU,090411,202210,10502202.68,1726602.02,9950567.47,1911682.95,6.0826,5.2051
IND,SAU,090411,202211,12275316.57,2142831.67,11789408.75,2184380.0,5.7285,5.3971
IND,SAU,090411,202212,13653696.61,2513942.77,2269385.5,366895.42,5.4312,6.1854
IND,SAU,090411,202301,3736477.08,822805.48,18203206.23,3500691.01,4.5411,5.1999
IND,SAU,090411,202302,21400938.33,3968307.14,12294222.18,2049433.78,5.393,5.9988
IND,SAU,090411,202303,7402862.18,1545573.93,15630468.58,2575848.35,4.7897,6.0681
IND,SAU,090411,202304,7247595.32,1302405.66,13347157.67,2303809.7,5.5648,5.7935
IND,SAU,090411,202305,9904781.98,1742439.69,5712427.69,1212218.84,5.6844,4.7124
IND,SAU,090411,202306,10371006.29,1750416.68,22519147.99,3849503.43,5.9249,5.8499
IND,SAU,090411,202307,11436786.99,2268768.78,9122383.11,1535712.75,5.041,5.9402
IND,SAU,090411,202308,1943894.29,421065.81,1948544.51,337233.15,4.6166,5.778
IND,SAU,090411,202309,2099927.52,371075.9,19014585.44,3128678.94,5.659,6.0775
IND,SAU,090411,202310,8550190.64,1694441.71,8139218.64,1659023.77,5.046,4.906
IND,SAU,090411,202311,12037116.56,2603841.74,9702222.91,1643127.75,4.6228,5.9047
IND,SAU,090411,202312,3329352.89,603971.54,14439865.9,2670732.2,5.5124,5.4067
IND,SAU,090411,202401,14241201.84,2415863.19,6822669.63,1185443.52,5.8949,5.7554
IND,SAU,090411,202402,17592279.24,3038408.47,16674887.81,2746120.71,5.79,6.0722
IND,SAU,090411,202403,5130664.12,1044980.57,18160971.9,3633893.53,4.9098,4.9977
IND,SAU,090411,202404,13357368.83,2721042.33,8923300.76,1696958.95,4.9089,5.2584
IND,SAU,090411,202405,2551121.48,419098.97,13413445.77,2422310.43,6.0872,5.5375
IND,SAU,090411,202406,12427427.78,2375007.61,7136630.96,1431436.28,5.2326,4.9856
IND,SAU,090411,202407,7347033.72,1222058.94,4473119.89,859685.23,6.012,5.2032
IND,SAU,090411,202408,20282377.59,3409406.82,3577669.38,600164.92,5.9489,5.9611
IND,SAU,090411,202409,11012297.71,1962485.39,4993908.28,968124.44,5.6114,5.1583
IND,SAU,090411,202410,17788460.71,3153166.73,10453042.23,2209778.9,5.6415,4.7304
IND,SAU,090411,202411,1817648.7,319920.8,7458328.03,1355338.38,5.6816,5.5029
IND,SAU,090411,202412,5710790.44,1215092.76,11776697.81,2178714.25,4.6999,5.4053
IND,SAU,090411,202501,8074221.51,1666528.77,7500336.05,1404939.29,4.8449,5.3385
IND,SAU,090411,202502,11398019.91,2393221.21,16758884.1,2769532.68,4.7626,6.0512
IND,SAU,090411,202503,7056031.8,1459132.05,2177565.49,418036.77,4.8358,5.209
IND,SAU,090411,202504,12769626.97,2629155.37,7366756.14,1339013.93,4.8569,5.5016
IND,SAU,090411,202505,4098893.69,700339.96,3960725.17,739871.1,5.8527,5.3533
IND,SAU,090411,202506,7664099.63,1589981.84,11407277.93,2199398.84,4.8202,5.1865
IND,SAU,090411,202507,21640313.24,3611784.32,3535883.87,604249.47,5.9916,5.8517
IND,SAU,090411,202508,26408504.98,4305012.75,4503656.29,980495.69,6.1344,4.5932
IND,SAU,090411,202509,8235823.19,1594172.14,3283741.16,712940.47,5.1662,4.6059
IND,SAU,090411,202510,14727257.22,2510121.51,7135575.57,1462958.28,5.8671,4.8775
IND,SAU,090411,202511,15548759.39,2556083.91,9889608.18,2058461.86,6.083,4.8044
IND,SAU,090411,202512,12986749.49,2508063.91,2442565.18,507145.58,5.178,4.8163
IND,SAU,100630,202201,3149137.13,2666025.77,2394357.89,1853259.16,1.1812,1.292
IND,SAU,100630,202202,1662861.13,1301378.86,3526428.5,2624237.37,1.2778,1.3438
IND,SAU,100630,202203,947699.88,831736.92,3277019.47,2458991.89,1.1394,1.3327
IND,SAU,100630,202204,1191320.24,981136.24,2773866.28,2141298.8,1.2142,1.2954
IND,SAU,100630,202205,2554802.12,2007056.71,918373.88,743728.97,1.2729,1.2348
IND,SAU,100630,202206,2583094.66,2193260.4,1588908.52,1381767.76,1.1777,1.1499
IND,SAU,100630,202207,1881532.88,1370985.99,2232503.39,1760452.35,1.3724,1.2681
IND,SAU,100630,202208,1799685.38,1256626.11,1593139.46,1329798.54,1.4322,1.198
IND,SAU,100630,202209,826322.78,672809.92,241361.65,167214.63,1.2282,1.4434
IND,SAU,100630,202210,991546.85,889029.31,1487989.48,1123896.64,1.1153,1.324
IND,SAU,100630,202211,3062031.62,2328500.59,2336968.91,1681621.51,1.315,1.3897
IND,SAU,100630,202212,783020.45,676030.64,1571713.44,1189775.08,1.1583,1.321
IND,SAU,100630,202301,135653.8,105921.48,1933564.08,1558530.34,1.2807,1.2406
IND,SAU,100630,202302,2306896.36,1957064.65,1267280.43,1080138.59,1.1788,1.1733
IND,SAU,100630,202303,409232.65,341007.04,2656804.3,2361287.69,1.2001,1.1252
IND,SAU,100630,202304,253536.32,217724.42,3227168.43,2754173.54,1.1645,1.1717
IND,SAU,100630,202305,707837.96,541856.62,2247420.52,1836661.77,1.3063,1.2236
IND,SAU,100630,202306,2115012.1,1641385.02,2390157.78,1905297.82,1.2886,1.2545
IND,SAU,100630,202307,3245776.96,2633950.67,704186.79,488371.87,1.2323,1.4419
IND,SAU,100630,202308,2788743.18,2449652.96,1294714.86,1095533.32,1.1384,1.1818
IND,SAU,100630,202309,1477142.31,1214863.8,4728400.45,3436578.86,1.2159,1.3759
IND,SAU,100630,202310,4232427.19,2948623.56,4146334.08,3428484.5,1.4354,1.2094
IND,SAU,100630,202311,3966961.21,3103994.07,2689753.65,2032789.52,1.278,1.3232
IND,SAU,100630,202312,815288.22,643070.5,867490.77,614996.51,1.2678,1.4106
IND,SAU,100630,202401,3481442.93,2995621.98,2225273.38,1604329.78,1.1622,1.387
IND,SAU,100630,202402,3360427.81,2342430.96,262737.12,190051.17,1.4346,1.3825
IND,SAU,100630,202403,2445395.31,1906039.11,1688370.47,1534382.39,1.283,1.1004
IND,SAU,100630,202404,823876.77,744700.53,2986304.38,2246273.32,1.1063,1.3294
IND,SAU,100630,202405,826679.2,664262.5,2128239.16,1911876.63,1.2445,1.1132
IND,SAU,100630,202406,3155120.9,2644243.71,2854536.26,2259321.29,1.1932,1.2634
IND,SAU,100630,202407,919842.18,788082.49,5395431.82,4452512.66,1.1672,1.2118
IND,SAU,100630,202408,2962080.24,2507850.39,767541.66,545444.89,1.1811,1.4072
IND,SAU,100630,202409,1056118.83,763631.99,682190.15,504512.63,1.383,1.3522
IND,SAU,100630,202410,3426924.75,2986983.48,2667425.38,2121874.57,1.1473,1.2571
IND,SAU,100630,202411,2100581.37,1469361.86,642438.35,513613.84,1.4296,1.2508
IND,SAU,100630,202412,4157402.28,2915674.18,2862942.67,2505907.73,1.4259,1.1425
IND,SAU,100630,202501,727259.74,559479.21,219601.25,183051.36,1.2999,1.1997
IND,SAU,100630,202502,1203972.1,1013431.92,2819420.64,2137710.57,1.188,1.3189
IND,SAU,100630,202503,225750.09,193650.1,5548385.17,3828596.15,1.1658,1.4492
IND,SAU,100630,202504,3213560.01,2743177.47,2491156.25,2210912.23,1.1715,1.1268
IND,SAU,100630,202505,2007772.84,1769818.66,5389840.06,3756483.64,1.1345,1.4348
IND,SAU,100630,202506,1902787.8,1377114.81,2967134.07,2538183.54,1.3817,1.169
IND,SAU,100630,202507,1489817.9,1160413.64,485748.49,335340.81,1.2839,1.4485
IND,SAU,100630,202508,2627836.14,2386389.43,284698.74,232967.93,1.1012,1.2221
IND,SAU,100630,202509,1738272.49,1203152.48,1962225.0,1385979.06,1.4448,1.4158
IND,SAU,100630,202510,2815948.84,2558444.12,2010236.41,1793970.69,1.1006,1.1206
IND,SAU,100630,202511,3178350.19,2376641.17,3496710.69,2444780.14,1.3373,1.4303
IND,SAU,100630,202512,2785622.99,2035697.89,163320.6,141361.84,1.3684,1.1553
IND,SAU,271019,202201,1410574.07,1866333.66,2686451.62,3322294.16,0.7558,0.8086
IND,SAU,271019,202202,726403.02,777013.02,1396662.25,1654982.93,0.9349,0.8439
IND,SAU,271019,202203,141376.21,183109.45,2018862.42,2541182.61,0.7721,0.7945
IND,SAU,271019,202204,1932881.37,2309086.44,2270918.24,2395712.98,0.8371,0.9479
IND,SAU,271019,202205,425187.4,560884.59,1150050.17,1342814.27,0.7581,0.8564
IND,SAU,271019,202206,1903779.83,2018665.25,116072.37,151227.45,0.9431,0.7675
IND,SAU,271019,202207,555472.7,615620.48,1584020.06,2015752.66,0.9023,0.7858
IND,SAU,271019,202208,3430894.57,3966454.74,2294869.43,2913133.48,0.865,0.7878
IND,SAU,271019,202209,256076.01,306821.43,2676936.08,2858321.68,0.8346,0.9365
IND,SAU,271019,202210,1084553.03,1159654.16,1473828.84,1671392.18,0.9352,0.8818
IND,SAU,271019,202211,1996958.84,2379275.2,1756053.65,2064255.36,0.8393,0.8507
IND,SAU,271019,202212,2085638.38,2603983.26,88475.22,98138.53,0.8009,0.9015
IND,SAU,271019,202301,3208739.58,3449875.9,1779716.88,2251077.11,0.9301,0.7906
IND,SAU,271019,202302,101711.74,111704.93,1941577.94,2327851.22,0.9105,0.8341
IND,SAU,271019,202303,846547.67,1006861.25,3083099.99,3258678.18,0.8408,0.9461
IND,SAU,271019,202304,1350056.66,1670394.86,2304626.86,2545196.82,0.8082,0.9055
IND,SAU,271019,202305,2298019.17,2619176.32,1867033.09,2137393.48,0.8774,0.8735
IND,SAU,271019,202306,84483.09,105011.19,1747039.15,2015129.02,0.8045,0.867
IND,SAU,271019,202307,748414.9,840909.48,1867752.05,2100617.73,0.89,0.8891
IND,SAU,271019,202308,2227253.3,2547161.57,1383942.52,1826268.83,0.8744,0.7578
IND,SAU,271019,202309,984481.34,1053052.26,388809.9,494419.65,0.9349,0.7864
IND,SAU,271019,202310,2287626.41,2565820.16,1901804.66,2032454.57,0.8916,0.9357
IND,SAU,271019,202311,1480533.88,1712614.35,2344850.31,2952592.39,0.8645,0.7942
IND,SAU,271019,202312,2246198.0,2747188.28,363102.61,447073.95,0.8176,0.8122
IND,SAU,271019,202401,3343558.94,3631731.56,2822104.44,3329035.55,0.9207,0.8477
IND,SAU,271019,202402,2692386.27,3332964.84,4472653.46,4887746.52,0.8078,0.9151
IND,SAU,271019,202403,2210281.79,2588788.89,322735.42,419005.26,0.8538,0.7702
IND,SAU,271019,202404,1964574.47,2147485.21,1914359.54,2389431.57,0.9148,0.8012
IND,SAU,271019,202405,762992.13,944919.02,332185.26,366427.21,0.8075,0.9066
IND,SAU,271019,202406,847979.99,966443.45,2217416.98,2900411.94,0.8774,0.7645
IND,SAU,271019,202407,1987031.72,2121985.37,745301.4,831483.06,0.9364,0.8964
IND,SAU,271019,202408,1848517.05,2326460.79,91299.14,121075.23,0.7946,0.7541
IND,SAU,271019,202409,82360.66,95171.01,3099809.45,3582858.37,0.8654,0.8652
IND,SAU,271019,202410,245894.05,299123.58,76539.46,84794.31,0.822,0.9026
IND,SAU,271019,202411,534868.01,594665.15,922629.85,1107204.04,0.8994,0.8333
IND,SAU,271019,202412,1563413.72,1692814.33,2177023.68,2431209.88,0.9236,0.8954
IND,SAU,271019,202501,4027872.74,4485019.0,1301590.99,1389135.08,0.8981,0.937
IND,SAU,271019,202502,1575910.78,1971811.08,718470.39,864622.61,0.7992,0.831
IND,SAU,271019,202503,421337.74,514364.83,2582143.42,2971693.06,0.8191,0.8689
