period,reporter_iso3,partner_iso3,hs6,trade_flow,trade_value_usd,net_weight_kg,quantity,quantity_unit,product_description,transaction_count,unit_value_usd_per_kg,trade_growth_mom,unit_value_change_mom,quantity_growth_mom,weight_growth_mom,yoy_growth,rolling_mean_3m,rolling_std_3m,partner_share_pct,partner_share_change_mom,new_corridor_flag,mirror_trade_value,mirror_ratio,mirror_difference,mirror_missing_flag,anomaly_type,anomaly_flag,label_source
202502,IND,NLD,520512,Export,5783586.59,1466054.61,1466054.61,kg,"Single cotton yarn, uncombed fibres",1,3.945,0.0732,0.2005,-0.106,-0.106,-0.1495,6775430.58,1798757.49,0.0,0.0,0,5783586.59,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202503,IND,NLD,520512,Export,9963035.24,2384486.73,2384486.73,kg,"Single cotton yarn, uncombed fibres",1,4.1783,0.7226,0.0591,0.6265,0.6265,0.394,6660151.08,1870510.67,0.0001,0.0001,0,9963035.24,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202504,IND,NLD,520512,Export,6159005.34,1494035.96,1494035.96,kg,"Single cotton yarn, uncombed fibres",1,4.1224,-0.3818,-0.0134,-0.3734,-0.3734,0.6314,7045170.82,2534639.18,0.0001,0.0,0,6159005.34,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202505,IND,NLD,520512,Export,3608773.81,945833.33,945833.33,kg,"Single cotton yarn, uncombed fibres",1,3.8154,-0.4141,-0.0745,-0.3669,-0.3669,0.0606,7301875.72,2312263.46,0.0,-0.0001,0,3608773.81,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202506,IND,NLD,520512,Export,8896965.25,2422172.43,2422172.43,kg,"Single cotton yarn, uncombed fibres",1,3.6731,1.4654,-0.0373,1.5609,1.5609,0.1017,6576938.13,3197680.48,0.0001,0.0001,0,8896965.25,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202507,IND,NLD,520512,Export,579092.51,156735.84,156735.84,kg,"Single cotton yarn, uncombed fibres",1,3.6947,-0.9349,0.0059,-0.9353,-0.9353,-0.1898,6221581.47,2644651.02,0.0,-0.0001,0,579092.51,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202508,IND,NLD,520512,Export,1068937.7,266894.89,266894.89,kg,"Single cotton yarn, uncombed fibres",1,4.0051,0.8459,0.084,0.7028,0.7028,-0.8227,4361610.52,4209729.69,0.0,0.0,0,1068937.7,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202509,IND,NLD,520512,Export,2241635.67,610479.89,610479.89,kg,"Single cotton yarn, uncombed fibres",1,3.6719,1.0971,-0.0832,1.2873,1.2873,-0.7661,3514998.49,4667350.61,0.0,0.0,0,2241635.67,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202510,IND,NLD,520512,Export,5743307.1,1770524.5,1770524.5,kg,"Single cotton yarn, uncombed fibres",1,3.2438,1.5621,-0.1166,1.9002,1.9002,1.3732,1296555.29,854324.16,0.0,0.0,0,5743307.1,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202511,IND,NLD,520512,Export,8663164.05,2363653.37,2363653.37,kg,"Single cotton yarn, uncombed fibres",1,3.6652,0.5084,0.1299,0.335,0.335,0.4134,3017960.16,2431962.6,0.0001,0.0001,0,8663164.05,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202512,IND,NLD,520512,Export,8565002.59,2232571.88,2232571.88,kg,"Single cotton yarn, uncombed fibres",1,3.8364,-0.0113,0.0467,-0.0555,-0.0555,-0.0276,5549368.94,3215154.07,0.0001,0.0,0,8565002.59,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202201,IND,NLD,520512,Import,4521467.0,1144314.26,1144314.26,kg,"Single cotton yarn, uncombed fibres",1,3.9512,,,,,,,,0.0,,1,4521467.0,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202202,IND,NLD,520512,Import,11665285.48,2783056.94,2783056.94,kg,"Single cotton yarn, uncombed fibres",1,4.1915,1.58,0.0608,1.4321,1.4321,,4521467.0,,0.0001,0.0001,0,11665285.48,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202203,IND,NLD,520512,Import,6141309.52,1756689.77,1756689.77,kg,"Single cotton yarn, uncombed fibres",1,3.496,-0.4735,-0.1659,-0.3688,-0.3688,,8093376.24,5051442.49,0.0001,0.0,0,6141309.52,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202204,IND,NLD,520512,Import,7383357.81,1861415.89,1861415.89,kg,"Single cotton yarn, uncombed fibres",1,3.9665,0.2022,0.1346,0.0596,0.0596,,7442687.33,3745493.8,0.0001,0.0,0,7383357.81,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202205,IND,NLD,520512,Import,2763584.12,784035.29,784035.29,kg,"Single cotton yarn, uncombed fibres",1,3.5248,-0.6257,-0.1114,-0.5788,-0.5788,,8396650.94,2898042.41,0.0,-0.0001,0,2763584.12,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202206,IND,NLD,520512,Import,4085844.0,1060445.18,1060445.18,kg,"Single cotton yarn, uncombed fibres",1,3.853,0.4785,0.0931,0.3525,0.3525,,5429417.15,2390746.81,0.0,0.0,0,4085844.0,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202207,IND,NLD,520512,Import,548701.97,163737.48,163737.48,kg,"Single cotton yarn, uncombed fibres",1,3.3511,-0.8657,-0.1303,-0.8456,-0.8456,,4744261.98,2379225.28,0.0,0.0,0,548701.97,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202208,IND,NLD,520512,Import,11074274.03,3398487.68,3398487.68,kg,"Single cotton yarn, uncombed fibres",1,3.2586,19.1827,-0.0276,19.7557,19.7557,,2466043.36,1787244.05,0.0001,0.0001,0,11074274.03,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202209,IND,NLD,520512,Import,268892.36,76231.2,76231.2,kg,"Single cotton yarn, uncombed fibres",1,3.5273,-0.9757,0.0825,-0.9776,-0.9776,,5236273.33,5356261.06,0.0,-0.0001,0,268892.36,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202210,IND,NLD,520512,Import,12715019.36,3476696.42,3476696.42,kg,"Single cotton yarn, uncombed fibres",1,3.6572,46.2867,0.0368,44.6073,44.6073,,3963956.12,6159305.07,0.0001,0.0001,0,12715019.36,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202211,IND,NLD,520512,Import,1803324.51,490102.5,490102.5,kg,"Single cotton yarn, uncombed fibres",1,3.6795,-0.8582,0.0061,-0.859,-0.859,,8019395.25,6762080.49,0.0,-0.0001,0,1803324.51,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202212,IND,NLD,520512,Import,4179199.06,1242439.77,1242439.77,kg,"Single cotton yarn, uncombed fibres",1,3.3637,1.3175,-0.0858,1.5351,1.5351,,4929078.74,6786329.93,0.0,0.0,0,4179199.06,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202301,IND,NLD,520512,Import,7692812.33,2100823.65,2100823.65,kg,"Single cotton yarn, uncombed fibres",1,3.6618,0.8407,0.0886,0.6909,0.6909,0.7014,6232514.31,5738322.82,0.0001,0.0001,0,7692812.33,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202302,IND,NLD,520512,Import,6753474.59,1809418.91,1809418.91,kg,"Single cotton yarn, uncombed fibres",1,3.7324,-0.1221,0.0193,-0.1387,-0.1387,-0.4211,4558445.3,2963003.12,0.0001,0.0,0,6753474.59,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202303,IND,NLD,520512,Import,4976518.26,1217508.22,1217508.22,kg,"Single cotton yarn, uncombed fibres",1,4.0875,-0.2631,0.0951,-0.3271,-0.3271,-0.1897,6208495.33,1819099.05,0.0,-0.0001,0,4976518.26,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202304,IND,NLD,520512,Import,6109949.89,1742407.84,1742407.84,kg,"Single cotton yarn, uncombed fibres",1,3.5066,0.2278,-0.1421,0.4311,0.4311,-0.1725,6474268.39,1379503.69,0.0001,0.0001,0,6109949.89,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202305,IND,NLD,520512,Import,6020689.82,1832484.5,1832484.5,kg,"Single cotton yarn, uncombed fibres",1,3.2855,-0.0146,-0.0631,0.0517,0.0517,1.1786,5946647.58,899663.37,0.0001,0.0,0,6020689.82,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202306,IND,NLD,520512,Import,7051260.85,1816441.95,1816441.95,kg,"Single cotton yarn, uncombed fibres",1,3.8819,0.1712,0.1815,-0.0088,-0.0088,0.7258,5702385.99,630202.2,0.0001,0.0,0,7051260.85,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202307,IND,NLD,520512,Import,11758087.77,3326668.04,3326668.04,kg,"Single cotton yarn, uncombed fibres",1,3.5345,0.6675,-0.0895,0.8314,0.8314,20.4289,6393966.85,570980.2,0.0001,0.0,0,11758087.77,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202308,IND,NLD,520512,Import,4541049.01,1292116.92,1292116.92,kg,"Single cotton yarn, uncombed fibres",1,3.5144,-0.6138,-0.0057,-0.6116,-0.6116,-0.5899,8276679.48,3058704.29,0.0,-0.0001,0,4541049.01,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202309,IND,NLD,520512,Import,2562456.19,792901.44,792901.44,kg,"Single cotton yarn, uncombed fibres",1,3.2317,-0.4357,-0.0804,-0.3864,-0.3864,8.5297,7783465.88,3663810.21,0.0,0.0,0,2562456.19,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202310,IND,NLD,520512,Import,7782730.93,1934647.03,1934647.03,kg,"Single cotton yarn, uncombed fibres",1,4.0228,2.0372,0.2448,1.44,1.44,-0.3879,6287197.66,4840112.23,0.0001,0.0001,0,7782730.93,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202311,IND,NLD,520512,Import,766546.66,207791.81,207791.81,kg,"Single cotton yarn, uncombed fibres",1,3.689,-0.9015,-0.083,-0.8926,-0.8926,-0.5749,4962078.71,2635482.23,0.0,-0.0001,0,766546.66,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202312,IND,NLD,520512,Import,3023167.04,778766.22,778766.22,kg,"Single cotton yarn, uncombed fibres",1,3.882,2.9439,0.0523,2.7478,2.7478,-0.2766,3703911.26,3644708.52,0.0,0.0,0,3023167.04,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202401,IND,NLD,520512,Import,4216004.85,1224610.54,1224610.54,kg,"Single cotton yarn, uncombed fibres",1,3.4427,0.3946,-0.1132,0.5725,0.5725,-0.452,3857481.54,3581727.37,0.0,0.0,0,4216004.85,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202402,IND,NLD,520512,Import,6193900.66,1533565.9,1533565.9,kg,"Single cotton yarn, uncombed fibres",1,4.0389,0.4691,0.1732,0.2523,0.2523,-0.0829,2668572.85,1751854.23,0.0,0.0,0,6193900.66,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202403,IND,NLD,520512,Import,10839335.44,3268789.14,3268789.14,kg,"Single cotton yarn, uncombed fibres",1,3.316,0.75,-0.179,1.1315,1.1315,1.1781,4477690.85,1601482.94,0.0001,0.0001,0,10839335.44,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202404,IND,NLD,520512,Import,2646788.17,702937.11,702937.11,kg,"Single cotton yarn, uncombed fibres",1,3.7653,-0.7558,0.1355,-0.785,-0.785,-0.5668,7083080.32,3400015.79,0.0,-0.0001,0,2646788.17,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202405,IND,NLD,520512,Import,10092425.47,2493047.81,2493047.81,kg,"Single cotton yarn, uncombed fibres",1,4.0482,2.8131,0.0751,2.5466,2.5466,0.6763,6560008.09,4108525.73,0.0001,0.0001,0,10092425.47,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202406,IND,NLD,520512,Import,791135.85,199196.53,199196.53,kg,"Single cotton yarn, uncombed fibres",1,3.9716,-0.9216,-0.0189,-0.9201,-0.9201,-0.8878,7859516.36,4529775.93,0.0,-0.0001,0,791135.85,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202407,IND,NLD,520512,Import,5093671.44,1323164.46,1323164.46,kg,"Single cotton yarn, uncombed fibres",1,3.8496,5.4384,-0.0307,5.6425,5.6425,-0.5668,4510116.5,4922650.86,0.0,0.0,0,5093671.44,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202408,IND,NLD,520512,Import,10310652.83,2782651.83,2782651.83,kg,"Single cotton yarn, uncombed fibres",1,3.7053,1.0242,-0.0375,1.103,1.103,1.2705,5325744.25,4654985.55,0.0001,0.0001,0,10310652.83,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202409,IND,NLD,520512,Import,5218870.33,1426964.28,1426964.28,kg,"Single cotton yarn, uncombed fibres",1,3.6573,-0.4938,-0.013,-0.4872,-0.4872,1.0367,5398486.71,4767073.02,0.0,-0.0001,0,5218870.33,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202410,IND,NLD,520512,Import,15269539.11,3789832.47,3789832.47,kg,"Single cotton yarn, uncombed fibres",1,4.0291,1.9258,0.1017,1.6559,1.6559,0.962,6874398.2,2976542.14,0.0001,0.0001,0,15269539.11,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202411,IND,NLD,520512,Import,12999342.92,3099225.28,3099225.28,kg,"Single cotton yarn, uncombed fibres",1,4.1944,-0.1487,0.041,-0.1822,-0.1822,15.9583,10266354.09,5025480.82,0.0001,0.0,0,12999342.92,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202412,IND,NLD,520512,Import,2798506.2,824825.33,824825.33,kg,"Single cotton yarn, uncombed fibres",1,3.3928,-0.7847,-0.1911,-0.7339,-0.7339,-0.0743,11162584.12,5271076.54,0.0,-0.0001,0,2798506.2,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202501,IND,NLD,520512,Import,19125235.5,4736879.75,4736879.75,kg,"Single cotton yarn, uncombed fibres",1,4.0375,5.8341,0.19,4.7429,4.7429,3.5363,10355796.08,6642508.59,0.0001,0.0001,0,19125235.5,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202502,IND,NLD,520512,Import,1698367.57,521407.02,521407.02,kg,"Single cotton yarn, uncombed fibres",1,3.2573,-0.9112,-0.1932,-0.8899,-0.8899,-0.7258,11641028.21,8247683.71,0.0,-0.0001,0,1698367.57,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202503,IND,NLD,520512,Import,12525141.42,3783959.23,3783959.23,kg,"Single cotton yarn, uncombed fibres",1,3.3101,6.3748,0.0162,6.2572,6.2572,0.1555,7874036.42,9759338.44,0.0001,0.0001,0,12525141.42,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202504,IND,NLD,520512,Import,6529532.73,1720556.28,1720556.28,kg,"Single cotton yarn, uncombed fibres",1,3.795,-0.4787,0.1465,-0.5453,-0.5453,1.467,11116248.16,8798446.83,0.0001,0.0,0,6529532.73,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202505,IND,NLD,520512,Import,6040256.78,1776312.5,1776312.5,kg,"Single cotton yarn, uncombed fibres",1,3.4004,-0.0749,-0.104,0.0324,0.0324,-0.4015,6917680.57,5423813.42,0.0001,0.0,0,6040256.78,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202506,IND,NLD,520512,Import,11109159.99,2901355.72,2901355.72,kg,"Single cotton yarn, uncombed fibres",1,3.829,0.8392,0.126,0.6334,0.6334,13.042,8364976.98,3611104.25,0.0001,0.0,0,11109159.99,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202507,IND,NLD,520512,Import,4112591.32,1093097.92,1093097.92,kg,"Single cotton yarn, uncombed fibres",1,3.7623,-0.6298,-0.0174,-0.6232,-0.6232,-0.1926,7892983.17,2796013.73,0.0,-0.0001,0,4112591.32,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202508,IND,NLD,520512,Import,496362.89,128921.45,128921.45,kg,"Single cotton yarn, uncombed fibres",1,3.8501,-0.8793,0.0233,-0.8821,-0.8821,-0.9519,7087336.03,3613900.18,0.0,0.0,0,496362.89,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202509,IND,NLD,520512,Import,5876151.32,1473077.49,1473077.49,kg,"Single cotton yarn, uncombed fibres",1,3.989,10.8384,0.0361,10.4262,10.4262,0.1259,5239371.4,5395376.78,0.0,0.0,0,5876151.32,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202510,IND,NLD,520512,Import,680205.62,200409.22,200409.22,kg,"Single cotton yarn, uncombed fibres",1,3.3941,-0.8842,-0.1491,-0.864,-0.864,-0.9555,3495035.18,2742546.73,0.0,0.0,0,680205.62,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202511,IND,NLD,520512,Import,4348234.99,1089235.9,1089235.9,kg,"Single cotton yarn, uncombed fibres",1,3.992,5.3925,0.1762,4.4351,4.4351,-0.6655,2350906.61,3054334.99,0.0,0.0,0,4348234.99,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202512,IND,NLD,520512,Import,3829659.78,1154666.08,1154666.08,kg,"Single cotton yarn, uncombed fibres",1,3.3167,-0.1193,-0.1692,0.0601,0.0601,0.3685,3634863.98,2670418.8,0.0,0.0,0,3829659.78,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202201,IND,NLD,711319,Export,82680335758.63,1656991.7,1656991.7,kg,Articles of jewellery of precious metal (Gold),1,49897.8575,,,,,,,,0.6071,,1,82680335758.63,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202202,IND,NLD,711319,Export,42991290804.62,884252.12,884252.12,kg,Articles of jewellery of precious metal (Gold),1,48618.8156,-0.48,-0.0256,-0.4664,-0.4664,,82680335758.63,,0.315,-0.2921,0,42991290804.62,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202203,IND,NLD,711319,Export,123745946843.64,2374089.35,2374089.35,kg,Articles of jewellery of precious metal (Gold),1,52123.5424,1.8784,0.0721,1.6849,1.6849,,62835813281.62,28064392825.8,1.0976,0.7826,0,123745946843.64,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202204,IND,NLD,711319,Export,14144654970.29,291356.34,291356.34,kg,Articles of jewellery of precious metal (Gold),1,48547.6134,-0.8857,-0.0686,-0.8773,-0.8773,,83139191135.63,40379283415.98,0.1384,-0.9592,0,14144654970.29,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202205,IND,NLD,711319,Export,15652714998.94,433138.75,433138.75,kg,Articles of jewellery of precious metal (Gold),1,36137.8773,0.1066,-0.2556,0.4866,0.4866,,60293964206.18,56812390155.74,0.1469,0.0085,0,15652714998.94,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202206,IND,NLD,711319,Export,7691382490.94,173771.37,173771.37,kg,Articles of jewellery of precious metal (Gold),1,44261.5057,-0.5086,0.2248,-0.5988,-0.5988,,51181105604.29,62847519436.58,0.0629,-0.084,0,7691382490.94,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202207,IND,NLD,711319,Export,22418441439.42,463782.28,463782.28,kg,Articles of jewellery of precious metal (Gold),1,48338.288,1.9147,0.0921,1.6689,1.6689,,12496250820.06,4228904232.49,0.1855,0.1226,0,22418441439.42,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202208,IND,NLD,711319,Export,113052640424.57,2262087.66,2262087.66,kg,Articles of jewellery of precious metal (Gold),1,49977.1262,4.0428,0.0339,3.8775,3.8775,,15254179643.1,7371613740.59,0.846,0.6605,0,113052640424.57,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202209,IND,NLD,711319,Export,25761065604.8,667521.89,667521.89,kg,Articles of jewellery of precious metal (Gold),1,38592.0911,-0.7721,-0.2278,-0.7049,-0.7049,,47720821451.64,57056169640.55,0.2154,-0.6306,0,25761065604.8,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202210,IND,NLD,711319,Export,97170994129.75,2207261.83,2207261.83,kg,Articles of jewellery of precious metal (Gold),1,44023.3201,2.772,0.1407,2.3067,2.3067,,53744049156.26,51389931239.02,0.9059,0.6905,0,97170994129.75,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202211,IND,NLD,711319,Export,57442906819.74,1516629.45,1516629.45,kg,Articles of jewellery of precious metal (Gold),1,37875.3735,-0.4088,-0.1397,-0.3129,-0.3129,,78661566719.71,46496278731.9,0.5441,-0.3618,0,57442906819.74,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202212,IND,NLD,711319,Export,111832672415.41,2161366.1,2161366.1,kg,Articles of jewellery of precious metal (Gold),1,51741.6612,0.9468,0.3661,0.4251,0.4251,,60124988851.43,35780436637.96,1.0386,0.4945,0,111832672415.41,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202301,IND,NLD,711319,Export,17661122697.34,346576.92,346576.92,kg,Articles of jewellery of precious metal (Gold),1,50958.7387,-0.8421,-0.0151,-0.8396,-0.8396,-0.7864,88815524454.97,28141109706.31,0.1438,-0.8948,0,17661122697.34,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202302,IND,NLD,711319,Export,11302308408.74,218789.09,218789.09,kg,Articles of jewellery of precious metal (Gold),1,51658.4644,-0.36,0.0137,-0.3687,-0.3687,-0.7371,62312233977.5,47274231398.33,0.0867,-0.0571,0,11302308408.74,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202303,IND,NLD,711319,Export,29905735877.44,674449.31,674449.31,kg,Articles of jewellery of precious metal (Gold),1,44340.9689,1.646,-0.1417,2.0826,2.0826,-0.7583,46932034507.16,56295454793.99,0.2274,0.1407,0,29905735877.44,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202304,IND,NLD,711319,Export,34064204614.86,842579.71,842579.71,kg,Articles of jewellery of precious metal (Gold),1,40428.4654,0.1391,-0.0882,0.2493,0.2493,1.4083,19623055661.17,9455620768.18,0.3371,0.1097,0,34064204614.86,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202305,IND,NLD,711319,Export,37390609905.53,852690.99,852690.99,kg,Articles of jewellery of precious metal (Gold),1,43850.129,0.0977,0.0846,0.012,0.012,1.3888,25090749633.68,12120810580.17,0.3759,0.0388,0,37390609905.53,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202306,IND,NLD,711319,Export,37444135759.05,961738.51,961738.51,kg,Articles of jewellery of precious metal (Gold),1,38933.801,0.0014,-0.1121,0.1279,0.1279,3.8683,33786850132.61,3750137188.92,0.312,-0.0639,0,37444135759.05,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202307,IND,NLD,711319,Export,109373540148.23,2508252.46,2508252.46,kg,Articles of jewellery of precious metal (Gold),1,43605.4751,1.921,0.12,1.608,1.608,3.8787,36299650093.15,1936137551.68,0.7811,0.4691,0,109373540148.23,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202308,IND,NLD,711319,Export,8775644825.66,199358.92,199358.92,kg,Articles of jewellery of precious metal (Gold),1,44019.3237,-0.9198,0.0095,-0.9205,-0.9205,-0.9224,61402761937.6,41543921190.16,0.0629,-0.7182,0,8775644825.66,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202309,IND,NLD,711319,Export,99056680126.16,2182409.5,2182409.5,kg,Articles of jewellery of precious metal (Gold),1,45388.6771,10.2877,0.0311,9.9471,9.9471,2.8452,51864440244.31,51826084377.64,0.8226,0.7597,0,99056680126.16,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202310,IND,NLD,711319,Export,58756473704.05,1287394.92,1287394.92,kg,Articles of jewellery of precious metal (Gold),1,45639.821,-0.4068,0.0055,-0.4101,-0.4101,-0.3953,72401955033.35,55342930110.02,0.5057,-0.3169,0,58756473704.05,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202311,IND,NLD,711319,Export,73768329916.79,1445110.62,1445110.62,kg,Articles of jewellery of precious metal (Gold),1,51046.8395,0.2555,0.1185,0.1225,0.1225,0.2842,55529599551.96,45226937452.45,0.6759,0.1702,0,73768329916.79,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202312,IND,NLD,711319,Export,139426478394.5,2719412.07,2719412.07,kg,Articles of jewellery of precious metal (Gold),1,51270.8169,0.8901,0.0044,0.8818,0.8818,0.2467,77193827915.67,20367306813.16,1.1982,0.5223,0,139426478394.5,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202401,IND,NLD,711319,Export,34382803554.03,864649.98,864649.98,kg,Articles of jewellery of precious metal (Gold),1,39764.9966,-0.7534,-0.2244,-0.682,-0.682,0.9468,90650427338.45,42902987357.58,0.2725,-0.9257,0,34382803554.03,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202402,IND,NLD,711319,Export,150979488487.27,3391097.57,3391097.57,kg,Articles of jewellery of precious metal (Gold),1,44522.3074,3.3911,0.1196,2.9219,2.9219,12.3583,82525870621.77,53066602448.22,1.0109,0.7384,0,150979488487.27,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202403,IND,NLD,711319,Export,78490040429.92,1867533.66,1867533.66,kg,Articles of jewellery of precious metal (Gold),1,42028.7153,-0.4801,-0.056,-0.4493,-0.4493,1.6246,108262923478.6,64242292149.35,0.596,-0.4149,0,78490040429.92,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202404,IND,NLD,711319,Export,19034621625.09,468672.99,468672.99,kg,Articles of jewellery of precious metal (Gold),1,40613.8652,-0.7575,-0.0337,-0.749,-0.749,-0.4412,87950777490.41,58871265432.73,0.178,-0.418,0,19034621625.09,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202405,IND,NLD,711319,Export,21895489986.99,421413.78,421413.78,kg,Articles of jewellery of precious metal (Gold),1,51957.2236,0.1503,0.2793,-0.1008,-0.1008,-0.4144,82834716847.43,66079642346.94,0.2127,0.0347,0,21895489986.99,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202406,IND,NLD,711319,Export,100401420565.56,2103636.86,2103636.86,kg,Articles of jewellery of precious metal (Gold),1,47727.5439,3.5855,-0.0814,3.9919,3.9919,1.6814,39806717347.33,33531265342.66,0.8497,0.637,0,100401420565.56,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202407,IND,NLD,711319,Export,121793999403.61,3248995.09,3248995.09,kg,Articles of jewellery of precious metal (Gold),1,37486.6677,0.2131,-0.2146,0.5445,0.5445,0.1136,47110510725.88,46173444160.05,0.9424,0.0927,0,121793999403.61,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
